value,ignore,type,docRequired,selRequired,minVersion,maxVersion,en,de,ru,zh-cn,notes
Live PSAdapter_plugin_ClrP,FALSE,menu,TRUE,FALSE,,,Effect > Artistic > Colored Pencil...,Effekt > Kunstfilter > Buntstiftschraffur …,Эффект > Имитация > Цветные карандаши…,,
Live PSAdapter_plugin_Ct,FALSE,menu,TRUE,FALSE,,,Effect > Artistic > Cutout...,Effekt > Kunstfilter > Farbpapier-Collage …,Эффект > Имитация > Аппликация…,,
Live PSAdapter_plugin_DryB,FALSE,menu,TRUE,FALSE,,,Effect > Artistic > Dry Brush...,Effekt > Kunstfilter > Grobe Malerei …,Эффект > Имитация > Сухая кисть…,,
Live PSAdapter_plugin_FlmG,FALSE,menu,TRUE,FALSE,,,Effect > Artistic > Film Grain...,Effekt > Kunstfilter > Körnung & Aufhellung …,Эффект > Имитация > Зернистость пленки…,,
Live PSAdapter_plugin_Frsc,FALSE,menu,TRUE,FALSE,,,Effect > Artistic > Fresco...,Effekt > Kunstfilter > Fresko …,Эффект > Имитация > Фреска…,,
Live PSAdapter_plugin_NGlw,FALSE,menu,TRUE,FALSE,,,Effect > Artistic > Neon Glow...,Effekt > Kunstfilter > Neonschein …,Эффект > Имитация > Неоновый свет…,,
Live PSAdapter_plugin_PntD,FALSE,menu,TRUE,FALSE,,,Effect > Artistic > Paint Daubs...,Effekt > Kunstfilter > Ölfarbe getupft …,Эффект > Имитация > Масляная живопись…,,
Live PSAdapter_plugin_PltK,FALSE,menu,TRUE,FALSE,,,Effect > Artistic > Palette Knife...,Effekt > Kunstfilter > Malmesser …,Эффект > Имитация > Шпатель…,,
Live PSAdapter_plugin_PlsW,FALSE,menu,TRUE,FALSE,,,Effect > Artistic > Plastic Wrap...,Effekt > Kunstfilter > Kunststofffolie …,Эффект > Имитация > Целлофановая упаковка…,,
Live PSAdapter_plugin_PstE,FALSE,menu,TRUE,FALSE,,,Effect > Artistic > Poster Edges...,Effekt > Kunstfilter > Tontrennung & Kantenbetonung …,Эффект > Имитация > Очерченные края…,,
Live PSAdapter_plugin_RghP,FALSE,menu,TRUE,FALSE,,,Effect > Artistic > Rough Pastels...,Effekt > Kunstfilter > Grobes Pastell …,Эффект > Имитация > Пастель…,,
Live PSAdapter_plugin_SmdS,FALSE,menu,TRUE,FALSE,,,Effect > Artistic > Smudge Stick...,Effekt > Kunstfilter > Diagonal verwischen …,Эффект > Имитация > Растушевка…,,
Live PSAdapter_plugin_Spng,FALSE,menu,TRUE,FALSE,,,Effect > Artistic > Sponge...,Effekt > Kunstfilter > Schwamm …,Эффект > Имитация > Губка…,,
Live PSAdapter_plugin_Undr,FALSE,menu,TRUE,FALSE,,,Effect > Artistic > Underpainting...,Effekt > Kunstfilter > Malgrund …,Эффект > Имитация > Рисование на обороте…,,
Live PSAdapter_plugin_Wtrc,FALSE,menu,TRUE,FALSE,,,Effect > Artistic > Watercolor...,Effekt > Kunstfilter > Aquarell …,Эффект > Имитация > Акварель…,,
Live Adobe PSL Gaussian Blur,FALSE,menu,TRUE,FALSE,,,Effect > Blur > Gaussian Blur...,Effekt > Weichzeichnungsfilter > Gaußscher Weichzeichner …,Эффект > Размытие > Размытие по Гауссу...,,
Live PSAdapter_plugin_RdlB,FALSE,menu,TRUE,FALSE,,,Effect > Blur > Radial Blur...,Effekt > Weichzeichnungsfilter > Radialer Weichzeichner …,Эффект > Размытие > Радиальное размытие...,,
Live PSAdapter_plugin_SmrB,FALSE,menu,TRUE,FALSE,,,Effect > Blur > Smart Blur...,Effekt > Weichzeichnungsfilter > Selektiver Weichzeichner …,Эффект > Размытие > Умное размытие...,,
Live PSAdapter_plugin_AccE,FALSE,menu,TRUE,FALSE,,,Effect > Brush Strokes > Accented Edges...,Effekt > Malfilter > Kanten betonen …,Эффект > Штрихи > Акцент на краях…,,
Live PSAdapter_plugin_AngS,FALSE,menu,TRUE,FALSE,,,Effect > Brush Strokes > Angled Strokes...,Effekt > Malfilter > Gekreuzte Malstriche …,Эффект > Штрихи > Наклонные штрихи…,,
Live PSAdapter_plugin_Crsh,FALSE,menu,TRUE,FALSE,,,Effect > Brush Strokes > Crosshatch...,Effekt > Malfilter > Kreuzschraffur …,Эффект > Штрихи > Перекрестные штрихи…,,
Live PSAdapter_plugin_DrkS,FALSE,menu,TRUE,FALSE,,,Effect > Brush Strokes > Dark Strokes...,Effekt > Malfilter > Dunkle Malstriche …,Эффект > Штрихи > Темные штрихи…,,
Live PSAdapter_plugin_InkO,FALSE,menu,TRUE,FALSE,,,Effect > Brush Strokes > Ink Outlines...,Effekt > Malfilter > Konturen mit Tinte nachzeichnen …,Эффект > Штрихи > Обводка…,,
Live PSAdapter_plugin_Spt,FALSE,menu,TRUE,FALSE,,,Effect > Brush Strokes > Spatter...,Effekt > Malfilter > Spritzer …,Эффект > Штрихи > Разбрызгивание…,,
Live PSAdapter_plugin_SprS,FALSE,menu,TRUE,FALSE,,,Effect > Brush Strokes > Sprayed Strokes...,Effekt > Malfilter > Verwackelte Striche …,Эффект > Штрихи > Аэрограф…,,
Live PSAdapter_plugin_Smie,FALSE,menu,TRUE,FALSE,,,Effect > Brush Strokes > Sumi-e...,Effekt > Malfilter > Sumi-e …,Эффект > Штрихи > Суми-э…,,
Live PSAdapter_plugin_DfsG,FALSE,menu,TRUE,FALSE,,,Effect > Distort > Diffuse Glow...,Effekt > Verzerrungsfilter > Weiches Licht …,Эффект > Искажение > Рассеянное свечение…,,
Live PSAdapter_plugin_Gls,FALSE,menu,TRUE,FALSE,,,Effect > Distort > Glass...,Effekt > Verzerrungsfilter > Glas …,Эффект > Искажение > Стекло…,,
Live PSAdapter_plugin_OcnR,FALSE,menu,TRUE,FALSE,,,Effect > Distort > Ocean Ripple...,Effekt > Verzerrungsfilter > Ozeanwellen …,Эффект > Искажение > Океанские волны…,,
Live PSAdapter_plugin_ClrH,FALSE,menu,TRUE,FALSE,,,Effect > Pixelate > Color Halftone...,Effekt > Vergröberungsfilter > Farbraster …,Эффект > Оформление > Цветные полутона…,,
Live PSAdapter_plugin_Crst,FALSE,menu,TRUE,FALSE,,,Effect > Pixelate > Crystallize...,Effekt > Vergröberungsfilter > Kristallisieren …,Эффект > Оформление > Кристаллизация…,,
Live PSAdapter_plugin_Mztn,FALSE,menu,TRUE,FALSE,,,Effect > Pixelate > Mezzotint...,Effekt > Vergröberungsfilter > Mezzotint …,Эффект > Оформление > Меццо-тинто…,,
Live PSAdapter_plugin_Pntl,FALSE,menu,TRUE,FALSE,,,Effect > Pixelate > Pointillize...,Effekt > Vergröberungsfilter > Punktieren …,Эффект > Оформление > Пуантилизм…,,
Live PSAdapter_plugin_BsRl,FALSE,menu,TRUE,FALSE,,,Effect > Sketch > Bas Relief...,Effekt > Zeichenfilter > Basrelief …,Эффект > Эскиз > Рельеф…,,
Live PSAdapter_plugin_ChlC,FALSE,menu,TRUE,FALSE,,,Effect > Sketch > Chalk & Charcoal...,Effekt > Zeichenfilter > Chalk & Charcoal …,Эффект > Эскиз > Мел и уголь…,,
Live PSAdapter_plugin_Chrc,FALSE,menu,TRUE,FALSE,,,Effect > Sketch > Charcoal...,Effekt > Zeichenfilter > Kohleumsetzung …,Эффект > Эскиз > Уголь…,,
Live PSAdapter_plugin_Chrm,FALSE,menu,TRUE,FALSE,,,Effect > Sketch > Chrome...,Effekt > Zeichenfilter > Chrom …,Эффект > Эскиз > Хром…,,
Live PSAdapter_plugin_CntC,FALSE,menu,TRUE,FALSE,,,Effect > Sketch > Conté Crayon...,Effekt > Zeichenfilter > Cont\u00E9-Stifte …,Эффект > Эскиз > Волшебный карандаш…,,
Live PSAdapter_plugin_GraP,FALSE,menu,TRUE,FALSE,,,Effect > Sketch > Graphic Pen...,Effekt > Zeichenfilter > Strichumsetzung …,Эффект > Эскиз > Тушь…,,
Live PSAdapter_plugin_HlfS,FALSE,menu,TRUE,FALSE,,,Effect > Sketch > Halftone Pattern...,Effekt > Zeichenfilter > Rasterungseffekt …,Эффект > Эскиз > Полутоновый узор…,,
Live PSAdapter_plugin_NtPr,FALSE,menu,TRUE,FALSE,,,Effect > Sketch > Note Paper...,Effekt > Zeichenfilter > Prägepapier …,Эффект > Эскиз > Почтовая бумага…,,
Live PSAdapter_plugin_Phtc,FALSE,menu,TRUE,FALSE,,,Effect > Sketch > Photocopy...,Effekt > Zeichenfilter > Fotokopie …,Эффект > Эскиз > Ксерокопия…,,
Live PSAdapter_plugin_Plst,FALSE,menu,TRUE,FALSE,,,Effect > Sketch > Plaster...,Effekt > Zeichenfilter > Stuck …,Эффект > Эскиз > Гипс…,,
Live PSAdapter_plugin_Rtcl,FALSE,menu,TRUE,FALSE,,,Effect > Sketch > Reticulation...,Effekt > Zeichenfilter > Punktierstich …,Эффект > Эскиз > Ретикуляция…,,
Live PSAdapter_plugin_Stmp,FALSE,menu,TRUE,FALSE,,,Effect > Sketch > Stamp...,Effekt > Zeichenfilter > Stempel …,Эффект > Эскиз > Линогравюра…,,
Live PSAdapter_plugin_TrnE,FALSE,menu,TRUE,FALSE,,,Effect > Sketch > Torn Edges...,Effekt > Zeichenfilter > Gerissene Kanten …,Эффект > Эскиз > Рваные края…,,
Live PSAdapter_plugin_WtrP,FALSE,menu,TRUE,FALSE,,,Effect > Sketch > Water Paper...,Effekt > Zeichenfilter > Feuchtes Papier …,Эффект > Эскиз > Мокрая бумага…,,
Live PSAdapter_plugin_GlwE,FALSE,menu,TRUE,FALSE,,,Effect > Stylize > Glowing Edges...,Effekt > Stilisierungsfilter > Leuchtende Konturen …,Эффект > Стилизация > Свечение краев…,,
Live PSAdapter_plugin_Crql,FALSE,menu,TRUE,FALSE,,,Effect > Texture > Craquelure...,Effekt > Strukturierungsfilter > Risse …,Эффект > Текстура > Кракелюры…,,
Live PSAdapter_plugin_Grn,FALSE,menu,TRUE,FALSE,,,Effect > Texture > Grain...,Effekt > Strukturierungsfilter > Körnung …,Эффект > Текстура > Зерно…,,
Live PSAdapter_plugin_MscT,FALSE,menu,TRUE,FALSE,,,Effect > Texture > Mosaic Tiles...,Effekt > Strukturierungsfilter > Kacheln …,Эффект > Текстура > Мозаичные фрагменты…,,
Live PSAdapter_plugin_Ptch,FALSE,menu,TRUE,FALSE,,,Effect > Texture > Patchwork...,Effekt > Strukturierungsfilter > Patchwork …,Эффект > Текстура > Цветная плитка…,,
Live PSAdapter_plugin_StnG,FALSE,menu,TRUE,FALSE,,,Effect > Texture > Stained Glass...,Effekt > Strukturierungsfilter > Buntglas-Mosaik …,Эффект > Текстура > Витраж…,,
Live PSAdapter_plugin_Txtz,FALSE,menu,TRUE,FALSE,,,Effect > Texture > Texturizer...,Effekt > Strukturierungsfilter > Mit Struktur versehen …,Эффект > Текстура > Текстуризатор…,,
Live PSAdapter_plugin_Dntr,FALSE,menu,TRUE,FALSE,,,Effect > Video > De-Interlace...,Effekt > Videofilter > De-Interlace …,Эффект > Видео > Устранение чересстрочной развертки...,,
Live PSAdapter_plugin_NTSC,FALSE,menu,TRUE,FALSE,,,Effect > Video > NTSC Colors,Effekt > Videofilter > NTSC-Farben,Эффект > Видео > Цвета NTSC,,
preview,FALSE,menu,TRUE,FALSE,,,View > Outline / Preview,Ansicht > Vorschau / Pfadansicht,Просмотр > Контуры / Иллюстрация,,
GPU Preview,FALSE,menu,TRUE,FALSE,,,View > GPU Preview / Preview on CPU,Ansicht > Mit GPU anzeigen / Mit CPU anzeigen,Просмотр > Просмотр с использованием ЦП / ГП,,
ink,FALSE,menu,TRUE,FALSE,,,View > Overprint Preview,Ansicht > Überdruckenvorschau,Просмотр > Просмотр наложения цветов,,
raster,FALSE,menu,TRUE,FALSE,,,View > Pixel Preview,Ansicht > Pixelvorschau,Просмотр > Просмотр в виде пикселов,,
proof-document,FALSE,menu,TRUE,FALSE,,,View > Proof Setup > Working CMYK,Ansicht > Proof einrichten > Dokument-CMYK,Просмотр > Параметры цветопробы > Рабочее пространство CMYK,,
proof-mac-rgb,FALSE,menu,TRUE,FALSE,,,View > Proof Setup > Legacy Macintosh RGB (Gamma 1.8),Ansicht > Proof einrichten > Altes Macintosh-RGB (Gamma 1.8),Просмотр > Параметры цветопробы > Ранняя версия Macintosh RGB (Gamma 1.8),,
proof-win-rgb,FALSE,menu,TRUE,FALSE,,,View > Proof Setup > Internet Standard RGB (sRGB),Ansicht > Proof einrichten > Internet-Standard-RGB (sRGB),Просмотр > Параметры цветопробы > Стандартная палитра RGB (sRGB) для сети Интернет,,
proof-monitor-rgb,FALSE,menu,TRUE,FALSE,,,View > Proof Setup > Monitor RGB,Ansicht > Proof einrichten > Monitor-RGB,Просмотр > Параметры цветопробы > Палитра RGB монитора,,
proof-colorblindp,FALSE,menu,TRUE,FALSE,,,View > Proof Setup > Color blindness - Protanopia-type,Ansicht > Proof einrichten > Farbenblindheit (Protanopie),Просмотр > Параметры цветопробы > Дальтонизм - протанопия,,
proof-colorblindd,FALSE,menu,TRUE,FALSE,,,View > Proof Setup > Color blindness - Deuteranopia-type,Ansicht > Proof einrichten > Farbenblindheit (Deuteranopie),Просмотр > Параметры цветопробы > Дальтонизм - дейтеранопия,,
proof-custom,FALSE,menu,TRUE,FALSE,,,View > Proof Setup > Customize...,Ansicht > Proof einrichten > Anpassen …,Просмотр > Параметры цветопробы > Заказные параметры…,,
proofColors,FALSE,menu,TRUE,FALSE,,,View > Proof Colors,Ansicht > Farbproof,Просмотр > Цветопроба,,
zoomin,FALSE,menu,TRUE,FALSE,,,View > Zoom In,Ansicht > Einzoomen,Просмотр > Увеличение,,
zoomout,FALSE,menu,TRUE,FALSE,,,View > Zoom Out,Ansicht > Auszoomen,Просмотр > Уменьшение,,
fitin,FALSE,menu,TRUE,FALSE,,,View > Fit Artboard in Window,Ansicht > Zeichenfläche in Fenster einpassen,Просмотр > Подогнать монтажную область по размеру окна,,
fitall,FALSE,menu,TRUE,FALSE,,,View > Fit All in Window,Ansicht > Alle in Fenster einpassen,Просмотр > Подогнать все по размеру окна,,
AISlice Feedback Menu,FALSE,menu,FALSE,FALSE,,,View > Show / Hide Slices,Ansicht > Slices einblenden / ausblenden,Просмотр > Показать / спрятать фрагменты,,
AISlice Lock Menu,FALSE,menu,FALSE,FALSE,,,View > Lock Slices,Ansicht > Slices fixieren,Просмотр > Закрепить фрагменты,,
AI Bounding Box Toggle,FALSE,menu,FALSE,FALSE,,,View > Show / Hide Bounding Box,Ansicht > Begrenzungsrahmen einblenden / ausblenden,Просмотр > Показать / спрятать ограничительную рамку,,
TransparencyGrid Menu Item,FALSE,menu,TRUE,FALSE,,,View > Show / Hide Transparency Grid,Ansicht > Transparenzraster einblenden / ausblenden,Просмотр > Показать / спрятать сетку прозрачности,,
actualsize,FALSE,menu,TRUE,FALSE,,,View > Actual Size,Ansicht > Originalgröße,Просмотр > Реальный размер,,
Show Gaps Planet X,FALSE,menu,FALSE,FALSE,,,View > Show / Hide Live Paint Gaps,Ansicht > Interaktive Mallücken einblenden / ausblenden,Просмотр > Показать / спрятать зазоры быстрых заливок,,
Gradient Feedback,FALSE,menu,FALSE,FALSE,,,View > Show / Hide Gradient Annotator,Ansicht > Verlaufsoptimierer einblenden / ausblenden,Просмотр > Показать / спрятать градиентный аннотатор,,
Live Corner Annotator,FALSE,menu,FALSE,FALSE,17.1,,View > Show / Hide Corner Widget,Ansicht > Ecken-Widget einblenden / ausblenden,Просмотр > Показать / скрыть виджет углов,,
edge,FALSE,menu,TRUE,FALSE,,,View > Show / Hide Edges,Ansicht > Ecken einblenden / ausblenden,Просмотр > Показать / спрятать границы,,
Snapomatic on-off menu item,FALSE,menu,FALSE,FALSE,,,View > Smart Guides,Ansicht > Intelligente Hilfslinien,Просмотр > Быстрые направляющие,,
Show Perspective Grid,FALSE,menu,TRUE,FALSE,,,View > Perspective Grid > Show / Hide Grid,Ansicht > Perspektivenraster > Raster einblenden / ausblenden,Просмотр > Сетка перспективы > Показать / скрыть сетку,,
Show Ruler,FALSE,menu,TRUE,FALSE,,,View > Perspective Grid > Show / Hide Rulers,Ansicht > Perspektivenraster > Lineale einblenden / ausblenden,Просмотр > Сетка перспективы > Показать / скрыть линейки,,
Snap to Grid,FALSE,menu,TRUE,FALSE,,,View > Perspective Grid > Snap to Grid,Ansicht > Perspektivenraster > Am Raster ausrichten,Просмотр > Сетка перспективы > Привязать к сетке,,
Lock Perspective Grid,FALSE,menu,TRUE,FALSE,,,View > Perspective Grid > Lock Grid,Ansicht > Perspektivenraster > Raster sperren,Просмотр > Сетка перспективы > Закрепить сетку,,
Lock Station Point,FALSE,menu,TRUE,FALSE,,,View > Perspective Grid > Lock Station Point,Ansicht > Perspektivenraster > Bezugspunkt sperren,Просмотр > Сетка перспективы > Закрепить точку наблюдения,,
Define Perspective Grid,FALSE,menu,TRUE,FALSE,,,View > Perspective Grid > Define Grid,Ansicht > Perspektivenraster > Raster definieren,Просмотр > Сетка перспективы > Определить сетку...,,
Save Perspective Grid as Preset,FALSE,menu,TRUE,FALSE,,,View > Perspective Grid > Save Grid as Preset,Ansicht > Perspektivenraster > Raster als Vorgabe speichern,Просмотр > Сетка перспективы > Сохранить сетку как стиль...,,
artboard,FALSE,menu,TRUE,FALSE,,,View > Show / Hide Artboards,Ansicht > Zeichenflächen einblenden / ausblenden,Просмотр > Показать / скрыть монтажные области,,
pagetiling,FALSE,menu,TRUE,FALSE,,,View > Show / Hide Print Tiling,Ansicht > Druckaufteilung einblenden / ausblenden,Просмотр > Показать / спрятать разбиение для печати,,
showtemplate,FALSE,menu,TRUE,,,,View > Show / Hide Template,Ansicht > Vorlage einblenden / ausblenden,Просмотр > Спрятать шаблон,,
ruler,FALSE,menu,TRUE,FALSE,,,View > Rulers > Show / Hide Rulers,Ansicht > Lineale > Lineale einblende / ausblendenn,Просмотр > Показать / скрыть линейки,,
rulerCoordinateSystem,FALSE,menu,TRUE,FALSE,,,View > Rulers > Change to Global Rulers,Ansicht > Lineale > In globale Lineale ändern,Просмотр > Линейки > Сменить на общие линейки / монтажной области,,
videoruler,FALSE,menu,TRUE,FALSE,,,View > Rulers > Show / Hide Video Rulers,Ansicht > Lineale > Videolineale einblenden / ausblenden,Просмотр > Показать / скрыть линейки видео,,
textthreads,FALSE,menu,TRUE,FALSE,,,View > Show / Hide Text Threads,Ansicht > Textverkettungen einblenden / ausblenden,Просмотр > Показать / спрятать связи текстовых блоков,,
showguide,FALSE,menu,TRUE,FALSE,,,View > Guides > Show / Hide Guides,Ansicht > Hilfslinien > Hilfslinien einblenden / ausblenden,Просмотр > Направляющие > Показать / спрятать направляющие,,
lockguide,FALSE,menu,TRUE,FALSE,,,View > Guides > Lock Guides,Ansicht > Hilfslinien > Hilfslinien sperren,Просмотр > Направляющие > Закрепить направляющие,,
makeguide,FALSE,menu,TRUE,TRUE,,,View > Guides > Make Guides,Ansicht > Hilfslinien > Hilfslinien erstellen,Просмотр > Направляющие > Создать направляющие,,
releaseguide,FALSE,menu,TRUE,FALSE,,,View > Guides > Release Guides,Ansicht > Hilfslinien > Hilfslinien zurückwandeln,Просмотр > Направляющие > Освободить направляющие,,
clearguide,FALSE,menu,TRUE,FALSE,,,View > Guides > Clear Guides,Ansicht > Hilfslinien > Hilfslinien löschen,Просмотр > Направляющие > Удалить направляющие,,
showgrid,FALSE,menu,TRUE,FALSE,,,View > Show / Hide Grid,Ansicht > Raster einblenden / ausblenden,Просмотр > Показать / спрятать сетку,,
snapgrid,FALSE,menu,TRUE,FALSE,,,View > Snap to Grid,Ansicht > Am Raster ausrichten,Просмотр > Выравнивать по сетке,,
snappoint,FALSE,menu,TRUE,FALSE,,,View > Snap to Point,Ansicht > An Punkt ausrichten,Просмотр > Выравнивать по точкам,,
newview,FALSE,menu,TRUE,FALSE,,,View > New View...,Ansicht > Neue Ansicht …,Просмотр > Новый вид…,,
editview,FALSE,menu,TRUE,FALSE,,,View > Edit Views...,Ansicht > Ansicht bearbeiten …,Просмотр > Редактировать виды…,,
newwindow,FALSE,menu,TRUE,FALSE,,,Window > New Window,Fenster > Neues Fenster,Окно > Новое окно,,
cascade,FALSE,menu,TRUE,FALSE,,,Window > Arrange > Cascade,Fenster > Anordnen > Überlappend,Окно > Упорядить > Каскадом,,
tile,FALSE,menu,TRUE,FALSE,,,Window > Arrange > Tile,Fenster > Anordnen > Nebeneinander,Окно > Упорядить > Мозаикой,,
floatInWindow,FALSE,menu,TRUE,FALSE,,,Window > Arrange > Float in Window,Fenster > Anordnen > In Fenster verschiebbar machen,Окно > Упорядить > Плавающее в окне,,
floatAllInWindows,FALSE,menu,TRUE,FALSE,,,Window > Arrange > Float All in Windows,Fenster > Anordnen > Alle in Fenstern verschiebbar machen,Окно > Упорядить > Все плавающие в окнах,,
consolidateAllWindows,FALSE,menu,TRUE,FALSE,,,Window > Arrange > Consolidate All Windows,Fenster > Anordnen > Alle Fenster zusammenführen,Окно > Упорядить > Объединить все окна,,
Browse Add-Ons Menu,FALSE,menu,FALSE,FALSE,19,,Window > Find Extensions on Exchange...,Fenster > Erweiterungen auf Exchange suchen …,Окно > Поиск расширений на Exchange...,,
Adobe Reset Workspace,FALSE,menu,FALSE,FALSE,,,Window > Reset Workspace,Fenster > Arbeitsbereich > Zurücksetzen,Окно > Восстановить рабочую среду,,
Adobe New Workspace,FALSE,menu,FALSE,FALSE,,,Window > Workspace > New Workspace...,Fenster > Arbeitsbereich > Neuer Arbeitsbereich …,Окно > Рабочая среда > Создать рабочую среду...,,
Adobe Manage Workspace,FALSE,menu,FALSE,FALSE,,,Window > Workspace > Manage Workspaces...,Fenster > Arbeitsbereich > Arbeitsbereiche verwalten …,Окно > Рабочая среда > Управление рабочими средами...,,
_GenericPluginMenuItem 25,TRUE,menu,FALSE,FALSE,27.9,,Window > Contextual Task Bar,Fenster > Kontextbezogene Taskleiste,,,
drover control palette plugin,FALSE,menu,FALSE,FALSE,,,Window > Control,Fenster > Steuerung,Окно > Панель управления,,
Adobe Advanced Toolbar Menu,FALSE,menu,FALSE,FALSE,23,,Window > Toolbars > Advanced,Fenster > Werkzeugleisten > Erweitert,Окно > Панели инструментов > Дополнительные,,
Adobe Basic Toolbar Menu,FALSE,menu,FALSE,FALSE,23,,Window > Toolbars > Basic,Fenster > Werkzeugleisten > Einfach,Окно > Панели инструментов > Основные,,
Adobe Quick Toolbar Menu,FALSE,menu,FALSE,FALSE,29.3,,Window > Toolbars > Getting Started,,,,
New Tools Panel,FALSE,menu,FALSE,FALSE,17,,Window > Toolbars > New Toolbar...,Fenster > Werkzeugleisten > Neue Werkzeugleiste …,Окно > Панели инструментов > Новая панель инструментов...,,
Manage Tools Panel,FALSE,menu,FALSE,FALSE,17,,Window > Toolbars > Manage Toolbar...,Fenster > Werkzeugleisten > Werkzeugleisten verwalten …,Окно > Панели инструментов > Управление панелями инструментов...,,
Adobe 3D Panel,FALSE,menu,FALSE,FALSE,26,,Window > 3D and Materials,Fenster > 3D und Materialien,Окно > 3D и материалы,,
Adobe Action Palette,FALSE,menu,FALSE,FALSE,,,Window > Actions,Fenster > Aktionen,Окно > Операции,,
AdobeAlignObjects2,FALSE,menu,FALSE,FALSE,,,Window > Align,Fenster > Ausrichten,Окно > Выравнивание,,
Style Palette,FALSE,menu,FALSE,FALSE,,,Window > Appearance,Fenster > Aussehen,Окно > Оформление,,
Adobe Artboard Palette,FALSE,menu,FALSE,FALSE,,,Window > Artboards,Fenster > Zeichenflächen,Окно > Монтажные области,,
Adobe SmartExport Panel Menu Item,FALSE,menu,FALSE,FALSE,20,,Window > Asset Export,Fenster > Export von Element,Окно > Экспорт ресурсов,,
internal palettes posing as plug-in menus-attributes,FALSE,menu,FALSE,FALSE,,,Window > Attributes,Fenster > Attribute,Окно > Атрибуты,,
Adobe BrushManager Menu Item,FALSE,menu,FALSE,FALSE,,,Window > Brushes,Fenster > Pinsel,Окно > Кисти,,
Adobe Color Palette,FALSE,menu,FALSE,FALSE,,,Window > Color,Fenster > Farbe,Окно > Цвет,,
Adobe Harmony Palette,FALSE,menu,FALSE,FALSE,,,Window > Color Guide,Fenster > Farbhilfe,Окно > Каталог цветов,,
Adobe Illustrator Kuler Panel,FALSE,menu,FALSE,FALSE,22,25.9,Window > Color Themes,,,,
Adobe Commenting Palette,FALSE,menu,FALSE,FALSE,26,,Window > Comments,Fenster > Kommentare,Окно > Комментарии,,
CSS Menu Item,FALSE,menu,FALSE,FALSE,,,Window > CSS Properties,CSS-Eigenschaften,Окно > Свойства CSS,,
DocInfo1,FALSE,menu,FALSE,FALSE,,,Window > Document Info,Fenster > Dokumentinformationen,Окно > Информация о документе,,
Adobe Flattening Preview,FALSE,menu,FALSE,FALSE,,,Window > Flattener Preview,Fenster > Reduzierungsvorschau,Окно > Просмотр результатов сведения,,
Adobe Generative Patterns Panel,FALSE,menu,TRUE,FALSE,28.6,,Window > Generate Patterns,,,,
Generate,FALSE,menu,FALSE,FALSE,28,,Window > Generated Variations,,,,
Adobe Gradient Palette,FALSE,menu,FALSE,FALSE,,,Window > Gradient,Fenster > Verlauf,Окно > Градиент,,
Adobe Style Palette,FALSE,menu,FALSE,FALSE,,,Window > Graphic Styles,Fenster > Grafikstile,Окно > Стили графики,,
Adobe HistoryPanel Menu Item,FALSE,menu,FALSE,FALSE,26.4,26.9,Window > History,Fenster > Versionsverlauf,Окно > История,,
Adobe History Panel Menu Item,FALSE,menu,FALSE,FALSE,27,,Window > History,Fenster > Versionsverlauf,Окно > История,,
Adobe Vectorize Panel,FALSE,menu,FALSE,FALSE,,,Window > Image Trace,Fenster > Bildnachzeichner,,,
internal palettes posing as plug-in menus-info,FALSE,menu,FALSE,FALSE,,,Window > Info,Fenster > Info,Окно > Информация,,
AdobeLayerPalette1,FALSE,menu,FALSE,FALSE,,,Window > Layers,Fenster > Ebenen,Окно > Слои,,
Adobe Learn Panel Menu Item,FALSE,menu,FALSE,FALSE,22,25.9,Window > Learn,,,,
Adobe CSXS Extension com.adobe.DesignLibraries.angularLibraries,FALSE,menu,FALSE,FALSE,,,Window > Libraries,Fenster > Bibliotheken,Окно > Библиотеки,,
Adobe LinkPalette Menu Item,FALSE,menu,FALSE,FALSE,,,Window > Links,Fenster > Verknüpfungen,Окно > Связи,,
AI Magic Wand,FALSE,menu,FALSE,FALSE,,,Window > Magic Wand,Fenster > Zauberstab,Окно > Волшебная палочка,,
Adobe Vector Edge Panel,FALSE,menu,FALSE,FALSE,28,,Window > Mockup,,,,
AdobeNavigator,FALSE,menu,FALSE,FALSE,,,Window > Navigator,Fenster > Navigator,Окно > Навигатор,,
Adobe PathfinderUI,FALSE,menu,FALSE,FALSE,,,Window > Pathfinder,Fenster > Pathfinder,Окно > Обработка контуров,,
Adobe Pattern Panel Toggle,FALSE,menu,FALSE,FALSE,,,Window > Pattern Options,Fenster > Musteroptionen,Окно > Параметры узора,,
Adobe Property Palette,TRUE,menu,FALSE,FALSE,26,,Window > Properties,Fenster > Eigenschaften,Окно > Свойства,,
ReTypeWindowMenu,FALSE,menu,FALSE,FALSE,27.6,,Window > Retype,Fenster > Retype,,,
Adobe Separation Preview Panel,FALSE,menu,FALSE,FALSE,,,Window > Separations Preview,Fenster > Separationenvorschau,Окно > Просмотр цветоделений,,
Adobe Stroke Palette,FALSE,menu,FALSE,FALSE,,,Window > Stroke,Fenster > Kontur,Окно > Обводка,,
Adobe SVG Interactivity Palette,FALSE,menu,FALSE,FALSE,,,Window > SVG Interactivity,Fenster > SVG-Interaktivität,Окно > Интерактивность SVG,,
Adobe Swatches Menu Item,FALSE,menu,FALSE,FALSE,,,Window > Swatches,Fenster > Farbfelder,Окно > Образцы,,
Adobe Symbol Palette,FALSE,menu,FALSE,FALSE,,,Window > Symbols,Fenster > Symbole,Окно > Символы,,
